순번_정류장ID,18-2802101,19-2802104,20-2802081,21-2802044,22-2801906,23-2802004,24-2802000,25-2803783,26-2803785,27-2805590,28-2803787,29-2803788,30-2806869,31-2805589,32-2803786,33-2803784,34-2803782,35-2803780,36-2805430,37-2805431
18-2802101,0,1.0209163962293308,1.015048153214375,2.177074484399916,1.546023399461604,1.6869503175615055,1.538791216135247,1.340799445383578,1.2759308297800922,1.2503998922849067,1.2060197282358696,1.332624416461311,1.6252722816755178,1.8559198386182845,2.1209191566543573,2.872427839731149,2.840676186651944,2.513799462506571,2.3861782451174824,2.261939111747852
19-2802104,,0,1.0114839227428134,1.2380946979278802,1.1338784543820897,1.2527301990870838,1.2066122622102944,1.1367985855913458,1.1136697665113606,1.1023995931868873,1.0858267534288937,1.2050233139561797,1.4647039655673604,1.667188442132727,1.8970743348508958,2.5339579783641346,2.5211065327430053,2.26995526762137,2.169441902164777,2.070851885833536
20-2802081,,,0,0.9831492288453523,0.9951350731377532,0.9967018035778383,0.9994369480459365,0.9988971873072804,1.000895750150983,0.9983694521101155,0.9996636631457687,1.1189158550128273,1.3693800201512283,1.5650129771859187,1.7872011905354643,2.4035828649877296,2.3969628069742193,2.165367566347308,2.0725922170222923,1.9818681376988343
21-2802044,,,,0,1.000665759965,1.0022119152666304,1.0047409983292679,1.0017455442969727,1.0035539382739511,1.0002646967548785,1.001389460295278,1.1401260425586242,1.440315795942081,1.6829867884193068,1.968017547311923,2.815710806868455,2.7819036267024164,2.4215057922108754,2.286433215316059,2.158119310447507
22-2801906,,,,,0,1.0081202039396489,1.0099754627351196,1.0022501215852944,1.0045019031076288,1.000148974097717,1.0015473168973763,1.1707417904455564,1.5540868144150872,1.8819568753957105,2.2899642272364082,3.6743471246488966,3.5502760241965876,2.8702188471211065,2.643886858177618,2.439708866521071
23-2802004,,,,,,0,1.0109148264984227,1.001432270945154,1.0041619120890592,0.9994979163954467,1.0011494137267092,1.1806537443528693,1.5937452504249394,1.9541498951674061,2.412256860702587,4.0510561882154095,3.8737717893423818,3.0379756071892134,2.77223198994947,2.537048928697382
24-2802000,,,,,,,0,0.9978323785952374,1.0026231311164209,0.9973020159543081,0.9998232914063933,1.2038831318903502,1.6913646944965837,2.1380650108460757,2.7376067546643084,5.227760570775047,4.834807939399073,3.4767141292442494,3.095220006209036,2.773784974185174
25-2803783,,,,,,,,0,1.0098163057664615,0.9967573760982542,1.0009320798887507,1.1737758286657858,1.906243542989934,2.7096293524240624,4.062802472934791,20.45697279500096,12.700311065363422,5.230879458423192,4.189647963359562,3.4707563580156813
26-2803785,,,,,,,,,0,0.9684980901055142,0.9956937490446996,1.0000089683149431,1.0044499804679081,1.3589676618945785,1.8433789837584662,3.983388490383355,3.730295935954071,2.6981071031977217,2.420396383901939,2.192426425982223
27-2805590,,,,,,,,,,0,1.0058789311784944,1.0071325891885194,0.9980193525648555,1.0245219025768313,1.370469765717028,2.687046701617613,2.6394597459221987,2.119047887289323,1.959917149272302,1.8242270066100092
28-2803787,,,,,,,,,,,0,1.0090399158148593,0.9918497634324973,1.0008127718367623,1.0016897847694621,1.1677043987449287,1.2445041756879276,1.1921633195867303,1.170352267793227,1.1528118102570797
29-2803788,,,,,,,,,,,,0,0.9735691570018428,0.9954433337034015,0.9982062096517662,0.9970659079879428,1.0010083318820178,1.0034462466478689,1.0009510125956262,1.001858616969802
30-2806869,,,,,,,,,,,,,0,1.0301764116208696,1.0180053737948473,1.0063391208438086,1.0096109735403802,1.0102095513531708,1.0063831347902694,1.0067496803677811
31-2805589,,,,,,,,,,,,,,0,1.0055331010006945,0.9984547561696133,1.004551408870023,1.0068897121627902,1.0029860169512308,1.003887184273598
32-2803786,,,,,,,,,,,,,,,0,0.9950812096106302,1.0042412637044886,1.0071524551391073,1.0025736878750704,1.0036643589321457
33-2803784,,,,,,,,,,,,,,,,0,1.0222526788686523,1.0154158092177457,1.006427621591725,1.0070697614749737
34-2803782,,,,,,,,,,,,,,,,,0,1.0053235509437566,0.9965859510882215,1.0001987774055847
35-2803780,,,,,,,,,,,,,,,,,,0,0.9792597641950063,0.995563859125899
36-2805430,,,,,,,,,,,,,,,,,,,0,1.0092331631721432
37-2805431,,,,,,,,,,,,,,,,,,,,0
