순번_정류장ID,18-2804112,19-2804114,20-2804116,21-2804119,22-2807386,23-2804120,24-2804122,25-2804124,26-2804126,27-2804128,28-2804130,29-2804132,30-2804134,31-2800263,32-2800267,33-2804032
18-2804112,0,0.48027,0.745444,1.266575,1.98918,2.239162,2.734327,2.956098,3.227102,3.4730830000000004,4.193328,4.39902,4.823583,5.1032779999999995,4.941357,5.577804
19-2804114,,0,0.26517399999999997,0.7863060000000001,1.50891,1.758893,2.254057,2.475829,2.746833,2.992813,3.713058,3.91875,4.343312999999999,4.6230080000000005,4.461088,5.097534
20-2804116,,,0,0.5211319999999999,1.243736,1.493719,1.9888830000000002,2.210655,2.481659,2.727639,3.447885,3.653577,4.07814,4.357835,4.195914,4.832361
21-2804119,,,,0,0.722605,0.9725870000000001,1.467752,1.6895229999999999,1.9605270000000001,2.2065080000000004,2.9267529999999997,3.132445,3.557008,3.836703,3.674782,4.311229
22-2807386,,,,,0,0.24998299999999998,0.745147,0.9669190000000001,1.2379229999999999,1.4839040000000001,2.204149,2.409841,2.834404,3.114099,2.952178,3.588625
23-2804120,,,,,,0,0.49516499999999997,0.716936,0.9879399999999999,1.2339209999999998,1.954166,2.1598580000000003,2.584421,2.864116,2.702195,3.3386419999999997
24-2804122,,,,,,,0,0.22177199999999997,0.49277600000000005,0.7387560000000001,1.459001,1.664693,2.0892560000000002,2.368951,2.207031,2.843477
25-2804124,,,,,,,,0,0.271004,0.516985,1.2372299999999998,1.442922,1.8674849999999998,2.14718,1.985259,2.621706
26-2804126,,,,,,,,,0,0.245981,0.966226,1.171918,1.596481,1.8761759999999998,1.7142560000000002,2.350702
27-2804128,,,,,,,,,,0,0.720246,0.9259370000000001,1.350501,1.630196,1.468275,2.104722
28-2804130,,,,,,,,,,,0,0.205692,0.632255,0.9119510000000001,0.75003,1.386476
29-2804132,,,,,,,,,,,,0,0.426563,0.7062579999999999,0.544338,1.180784
30-2804134,,,,,,,,,,,,,0,0.284679,0.534775,1.1712209999999998
31-2800263,,,,,,,,,,,,,,0,0.250096,0.8865430000000001
32-2800267,,,,,,,,,,,,,,,0,0.636447
33-2804032,,,,,,,,,,,,,,,,0
