순번_정류장ID,30-2805237,31-2805243,32-2803363,33-2806596,34-2804983,35-2806553,36-2806551,37-2806547,38-2806545,39-2805241,40-2805201,41-2805942,42-2803372,43-2803369,44-2803364,45-2805964,46-2805057,47-2806030,48-2807271,49-2803306,50-2803180,51-2803295,52-2803292,53-2803649,54-2803284,55-2803290,56-2803177,57-2803178,58-2803297
30-2805237,0,0.369834,1.1411719999999999,1.7092450000000001,2.1142990000000004,2.3900240000000004,3.539564,1.75315,1.130911,0.631043,1.356849,1.816886,2.224459,2.743334,3.364618,3.6938440000000003,4.00566,4.621308999999999,5.413588,16.19901,16.489234,16.714775,16.881543,17.174475,17.462823999999998,17.365104000000002,17.10365,17.038121,17.357543
31-2805243,,0,0.771339,1.3394110000000001,1.7444650000000002,2.020191,3.16973,2.119984,1.497745,0.997877,1.723683,2.18372,2.5912919999999997,3.1101669999999997,3.7314519999999995,4.060677,4.3724940000000005,4.988143,5.780422,16.477844,16.767068,16.993609,17.159377,17.453309,17.675095000000002,17.195938,16.863570000000003,16.798041,17.131377
32-2803363,,,0,0.568072,0.9741270000000001,1.249852,2.3993919999999997,2.891322,2.269083,1.7692150000000002,2.495022,2.955058,3.362631,3.881506,4.50279,4.832016,5.143832,5.759482,6.55176,16.749182,17.039407,17.264947,17.431715,17.724647,17.946434,17.468276,17.134908,17.06938,17.403716
33-2806596,,,,0,0.40505399999999997,0.68078,1.8303189999999998,3.4593949999999998,2.8371560000000002,2.337288,3.063094,3.523131,3.930703,4.449578,5.070863,5.400087999999999,5.711905000000001,6.327554,7.119833,17.318254999999997,17.608479,17.834020000000002,18.000788,18.29372,18.515506,18.037349,17.703981,17.638451999999997,17.972788
34-2804983,,,,,0,0.275725,1.425265,3.254552,3.24321,2.7433419999999997,3.469148,3.929185,4.336758000000001,4.855633,5.476917,5.806143,6.117959,6.733608,7.525886999999999,17.638625,17.92985,18.15539,18.322157999999998,18.61409,18.836876999999998,18.357719,18.024351,17.959823,18.293158
35-2806553,,,,,,0,1.14954,2.9868259999999998,3.517935,3.018067,3.7438730000000002,4.20391,4.611483,5.130358,5.7516419999999995,6.080868,6.392684,7.008333,7.800611999999999,17.831034,18.121257999999997,18.346799,18.514567,18.806499,19.028285999999998,18.550128,18.21676,18.151231,18.487567000000002
36-2806551,,,,,,,0,1.837286,2.458525,3.081393,3.8072,4.2672360000000005,4.674809,5.193683999999999,5.814968,6.144194000000001,6.45601,7.0716600000000005,7.863938,18.64936,18.939584,19.165125,19.331893,19.624825,19.913175,19.701667999999998,19.3683,19.302771,19.637107
37-2806547,,,,,,,,0,0.622239,1.245107,1.9709130000000001,2.43095,2.838523,3.3573980000000003,3.978682,4.307908,4.619724,5.235373,6.027652,16.813074,17.103298000000002,17.328839000000002,17.495607,17.788539,18.076888,17.979167999999998,17.839414,18.136943,17.971607000000002
38-2806545,,,,,,,,,0,0.622868,1.348674,1.808711,2.216284,2.735159,3.356443,3.6856690000000003,3.9974849999999997,4.613134,5.405412999999999,16.190835,16.481059,16.7066,16.873368,17.1663,17.454649,17.356929,17.217175,17.514032,17.349368
39-2805241,,,,,,,,,,0,0.7298060000000001,1.189843,1.597416,2.116291,2.737575,3.066801,3.3786169999999998,3.9942660000000005,4.786544999999999,15.571967,15.862191000000001,16.087732,16.2545,16.547432,16.835781,16.738061,16.598307000000002,16.895836,16.7305
40-2805201,,,,,,,,,,,0,0.460037,0.86761,1.386485,2.0077689999999997,2.336995,2.6488110000000002,3.2644599999999997,4.056739,14.842160999999999,15.132385000000001,15.357926,15.524694,15.817626,16.105975,16.008255,15.868501,16.165357999999998,16.000694
41-2805942,,,,,,,,,,,,0,0.407573,0.9264479999999999,1.5477319999999999,1.8769580000000001,2.188774,2.804424,3.5967019999999996,14.382125,14.672348999999999,14.897889000000001,15.064657,15.357589,15.645939000000002,15.548217999999999,15.408465,15.705322,15.540657999999999
42-2803372,,,,,,,,,,,,,0,0.518875,1.140159,1.469385,1.7812009999999998,2.396851,3.18913,13.974552,14.264776000000001,14.490316,14.657085,14.950016,15.238366000000001,15.140645999999998,15.000892000000002,15.297749,15.133085000000001
43-2803369,,,,,,,,,,,,,,0,0.6212840000000001,0.9505100000000001,1.262326,1.8779759999999999,2.670254,13.455677,13.745901000000002,13.971441,14.13821,14.431141,14.719491,14.621770999999999,14.482017,14.778873999999998,14.61421
44-2803364,,,,,,,,,,,,,,,0,0.329226,0.641042,1.256692,2.04897,12.834392999999999,13.124617,13.350157000000001,13.516926000000002,13.809857000000001,14.098207,14.000487,13.860732999999998,14.157589999999999,13.992926
45-2805964,,,,,,,,,,,,,,,,0,0.311817,0.927466,1.719745,12.505167,12.795391,13.020932,13.1877,13.480632,13.768981,13.671261,13.531507000000001,13.828364,13.6637
46-2805057,,,,,,,,,,,,,,,,,0,0.61565,1.407929,12.193351,12.483575,12.709114999999999,12.875884,13.168814999999999,13.457165,13.359445000000001,13.219691000000001,13.516548,13.351884
47-2806030,,,,,,,,,,,,,,,,,,0,0.792279,11.577701,11.867925,12.093466000000001,12.260234,12.553166000000001,12.841515,12.743795,12.604041,12.900898,12.736234
48-2807271,,,,,,,,,,,,,,,,,,,0,10.785423,11.075647,11.301186999999999,11.467956,11.760887,12.049237,11.951516999999999,11.811763000000001,12.109291,11.943956
49-2803306,,,,,,,,,,,,,,,,,,,,0,0.290224,0.5157649999999999,0.682533,0.9754649999999999,1.263815,1.166094,1.02634,1.3231979999999999,1.158533
50-2803180,,,,,,,,,,,,,,,,,,,,,0,0.225541,0.392309,0.685241,0.97359,0.87587,0.736116,1.032973,0.868309
51-2803295,,,,,,,,,,,,,,,,,,,,,,0,0.166768,0.4597,0.74805,0.7967930000000001,0.657039,0.953896,0.7892319999999999
52-2803292,,,,,,,,,,,,,,,,,,,,,,,0,0.292932,0.581281,0.9635610000000001,0.823807,1.1206639999999999,0.956
53-2803649,,,,,,,,,,,,,,,,,,,,,,,,0,0.28835,0.7665069999999999,1.099876,1.396733,1.232069
54-2803284,,,,,,,,,,,,,,,,,,,,,,,,,0,0.47815799999999997,0.811526,1.108383,0.9437190000000001
55-2803290,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.333368,0.630897,0.46556099999999995
56-2803177,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.296858,0.325807
57-2803178,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.335336
58-2803297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
