순번_정류장ID,1-2800630,2-2806418,3-2806633,4-2806834,5-2805743,6-2804896,7-2806010,8-2805037,9-2805221,10-2805910,11-2805253,12-2805251,13-2805249,14-2805945,15-2800569,16-2807222,17-2800563,18-2807520,19-2807504,20-2804850,21-2803359,22-2803215,23-2804433,24-2803214,25-2806618
1-2800630,0,0.494071,0.953448,1.0868360000000001,1.366663,1.604235,1.761125,1.935845,2.1671400000000003,2.359695,2.539991,3.004063,3.4317800000000003,3.6434849999999996,5.091227,5.422102,5.780631,8.098102,17.827026999999998,29.963865999999996,29.97363,29.976587,30.118407,30.148571999999998,30.220909000000002
2-2806418,,0,0.45937700000000004,0.592765,0.872592,1.110164,1.2670540000000001,1.441775,1.6740689999999998,1.866624,2.04692,2.509992,2.93871,3.149414,4.597156,4.932030999999999,5.29056,7.6080309999999995,17.336956,29.469795,29.479559000000002,29.486515999999998,29.628335999999997,29.658501,29.726838
3-2806633,,,0,0.133389,0.41221499999999994,0.649788,0.8066770000000001,0.981398,1.212693,1.406248,1.586544,2.0506159999999998,2.478333,2.689037,4.136779,4.4676540000000005,4.826183,7.143654,16.872579,29.005419,29.015183,29.022139000000003,29.16396,29.194125,29.262461
4-2806834,,,,0,0.278827,0.5163989999999999,0.673289,0.84801,1.0803040000000002,1.272859,1.453155,1.917227,2.344945,2.5556490000000003,4.007391,4.334266,4.692794999999999,7.0102660000000006,16.743191,28.87203,28.881794,28.888751,29.030571000000002,29.060736,29.133073
5-2805743,,,,,0,0.23757199999999998,0.394462,0.569183,0.801477,0.993032,1.1733280000000001,1.6374,2.065118,2.276822,3.728564,4.059439,4.413968,6.731439,16.460364000000002,28.597203000000004,28.606966999999997,28.609924,28.751744,28.785909000000004,28.850246000000002
6-2804896,,,,,,0,0.156889,0.33161,0.562905,0.75546,0.9357559999999999,1.399828,1.827545,2.04825,3.4959919999999998,3.8268660000000003,4.185395,6.502867,16.231791,28.364631,28.374395,28.381352000000003,28.523172,28.553337,28.621674
7-2806010,,,,,,,0,0.17472100000000002,0.407016,0.599571,0.779867,1.243939,1.671656,1.89136,3.3391019999999996,3.669977,4.028506,6.3459769999999995,16.074901999999998,28.207742,28.217506,28.224463,28.366283000000003,28.396448,28.464784
8-2805037,,,,,,,,0,0.23129499999999997,0.42385,0.604146,1.0682180000000001,1.495935,1.71564,3.163381,3.4942559999999996,3.852785,6.170257,15.899181,28.032021000000004,28.041784999999997,28.048741999999997,28.190562,28.220727,28.289063
9-2805221,,,,,,,,,0,0.192555,0.372852,0.836923,1.280641,1.5193450000000002,2.967087,3.297962,3.6564910000000004,5.973962,15.702886999999999,27.835726,27.845491,27.852446999999998,27.994267999999998,28.024432,28.092769
10-2805910,,,,,,,,,,0,0.180297,0.644368,1.088086,1.32679,2.7745319999999998,3.105407,3.463936,5.781407,15.510332,27.643171000000002,27.652935999999997,27.659892,27.801713,27.831877000000002,27.900214000000002
11-2805253,,,,,,,,,,,0,0.46407200000000004,0.90879,1.147494,2.595236,2.926111,3.28464,5.602111,15.331036,27.463875,27.473639000000002,27.480596000000002,27.622415999999998,27.652581,27.720918
12-2805251,,,,,,,,,,,,0,0.444718,0.683422,2.131164,2.462039,2.820568,5.138039,14.866964000000001,26.999803000000004,27.009566999999997,27.016524,27.158344,27.188509000000003,27.256846000000003
13-2805249,,,,,,,,,,,,,0,0.23870500000000003,1.686446,2.017321,2.37585,4.693322,14.422246,26.555086,26.56485,26.571807,26.713627000000002,26.743792,26.812128
14-2805945,,,,,,,,,,,,,,0,1.447742,1.778617,2.137146,4.454617,14.183542000000001,26.316381,26.326146,26.333102,26.474922999999997,26.505087,26.573424
15-2800569,,,,,,,,,,,,,,,0,0.330875,0.689404,3.006875,12.7358,24.86864,24.878404,24.885361,25.027181,25.057346,25.125682
16-2807222,,,,,,,,,,,,,,,,0,0.358529,2.676001,12.404925,24.537765,24.547529,24.554485999999997,24.696306,24.726471,24.794807000000002
17-2800563,,,,,,,,,,,,,,,,,0,2.317471,12.046396000000001,24.179236,24.189,24.195957,24.337777,24.367942000000003,24.436278
18-2807520,,,,,,,,,,,,,,,,,,0,9.798925,21.931765,21.941529,21.948485,22.090305999999998,22.12047,22.188807
19-2807504,,,,,,,,,,,,,,,,,,,0,12.13284,12.142603999999999,12.149561,12.291381,12.321546000000001,12.389883
20-2804850,,,,,,,,,,,,,,,,,,,,0,0.009764,0.016721,0.15854100000000002,0.18870599999999998,0.25704299999999997
21-2803359,,,,,,,,,,,,,,,,,,,,,0,0.006957,0.148777,0.17894200000000002,0.247279
22-2803215,,,,,,,,,,,,,,,,,,,,,,0,0.141821,0.171985,0.24032199999999998
23-2804433,,,,,,,,,,,,,,,,,,,,,,,0,0.030164999999999997,0.09850199999999999
24-2803214,,,,,,,,,,,,,,,,,,,,,,,,0,0.068337
25-2806618,,,,,,,,,,,,,,,,,,,,,,,,,0
