순번_정류장ID,1-2800727,2-2800691,3-2800667,4-2800340,5-2800624,6-2806214,7-2807582,8-2803502,9-2807466,10-2803415,11-2805157,12-2805159,13-2805161,14-2805168,15-2805163,16-2805165,17-2803466,18-2803486,19-2803483
1-2800727,0,0.576376,1.45459,1.9187459999999998,2.4632330000000002,3.206354,7.449446000000001,12.158314,17.118723000000003,22.989283,25.190863,25.986516,26.504739,27.032418,27.721196999999997,28.111783000000003,28.549744,30.423804999999998,31.519801
2-2800691,,0,0.8782139999999999,1.34237,1.886857,2.629979,6.873071,11.581938000000001,16.542348,22.412907999999998,24.611488,25.409141,25.925363,26.456042999999998,27.143821999999997,27.536408,27.971369,29.847428999999998,30.945425
3-2800667,,,0,0.464156,1.008643,1.7517639999999999,5.9948559999999995,11.095724,16.056133,21.926694,24.127273000000002,24.923927,25.440148999999998,25.968829,26.658607,27.048192999999998,27.485155,29.360215000000004,30.457210999999997
4-2800340,,,,0,0.5444869999999999,1.287609,5.532701,10.633567999999999,15.593978,21.463538,23.665118,24.462771,24.977992999999998,25.506673000000003,26.196451999999997,26.588038,27.023999,28.899059,29.996055
5-2800624,,,,,0,0.743121,4.988213,10.089081,15.049489999999999,20.919051,23.119629999999997,23.918284,24.433506,24.962186,25.650964000000002,26.04155,26.478512,28.354571999999997,29.450568
6-2806214,,,,,,0,4.245092,9.34596,14.306369,20.175929999999997,22.377509,23.174163,23.691385,24.220064999999998,24.908843,25.299429,25.736391,27.611451000000002,28.708446999999996
7-2807582,,,,,,,0,5.101868,10.062277,15.931837,18.133417,18.93207,19.446293,19.975972,20.663751,21.055336999999998,21.493299,23.367359,24.464354999999998
8-2803502,,,,,,,,0,4.960408999999999,10.82997,13.030549,13.829203,14.344425,14.874104999999998,15.562883,15.952470000000002,16.390431,18.265491,19.361487
9-2807466,,,,,,,,,0,5.869561,8.07114,8.867794,9.385016,9.913696,10.602475,10.993061,11.429022,13.305082,14.402078
10-2803415,,,,,,,,,,0,2.20058,2.9982330000000004,3.5144559999999996,4.0431349999999995,4.731914,5.1225,5.559462,7.434522,8.531518
11-2805157,,,,,,,,,,,0,0.797654,1.313876,1.842556,2.531335,2.9219209999999998,3.358882,5.233942,6.330938
12-2805159,,,,,,,,,,,,0,0.518223,1.046902,1.735681,2.126267,2.563228,4.438288,5.535285
13-2805161,,,,,,,,,,,,,0,0.52868,1.217458,1.6080450000000002,2.0450060000000003,3.9200660000000003,5.017062
14-2805168,,,,,,,,,,,,,,0,0.688779,1.079365,1.516326,3.3913870000000004,4.488383
15-2805163,,,,,,,,,,,,,,,0,0.39058699999999996,0.827548,2.702608,3.799604
16-2805165,,,,,,,,,,,,,,,,0,0.436961,2.3120220000000002,3.409018
17-2803466,,,,,,,,,,,,,,,,,0,1.87506,2.972057
18-2803486,,,,,,,,,,,,,,,,,,0,1.1049959999999999
19-2803483,,,,,,,,,,,,,,,,,,,0
